id,state,regional_unemployment_rate,regional_median_income,regional_median_rent,housing_price_index,cost_of_living_index,previous_zip_code
106241,CA,5.8,75000,1580.0,161.0,119.0,778
106242,MA,4.4,81000,1950.0,146.0,117.0,322
106243,NY,5.4,72000,1410.0,140.0,109.0,331
106244,WI,4.1,60000,1440.0,107.0,88.0,577
106245,NY,5.2,72000,1610.0,133.0,107.0,121
106246,GA,4.2,58000,1560.0,105.0,90.0,695
106247,NJ,5.6,82000,1810.0,138.0,115.0,852
106248,TN,3.7,53000,1300.0,100.0,80.0,355
106249,NC,4.4,54000,1530.0,106.0,90.0,759
106250,AZ,4.6,58000,1520.0,115.0,88.0,498
106251,AZ,4.8,58000,1420.0,104.0,94.0,754
106252,GA,4.0,58000,1310.0,103.0,84.0,333
106253,VA,3.2,74000,1960.0,124.0,104.0,611
106254,TX,4.6,61000,1520.0,105.0,86.0,273
106255,WA,5.1,78000,1820.0,150.0,114.0,310
106256,CA,6.1,75000,1810.0,162.0,138.0,673
106257,WI,4.8,60000,1390.0,105.0,88.0,282
106258,TX,3.9,61000,1380.0,110.0,84.0,766
106259,PA,4.5,61000,1440.0,91.0,78.0,212
106260,MO,4.2,55000,1250.0,103.0,77.0,615
106261,OH,5.0,56000,1490.0,99.0,79.0,289
106262,CA,5.9,75000,1620.0,162.0,119.0,523
106263,TX,4.2,61000,1680.0,113.0,96.0,503
106264,NC,4.3,54000,1310.0,115.0,86.0,240
106265,NY,5.3,72000,1550.0,138.0,106.0,922
106266,MO,4.1,55000,1460.0,97.0,78.0,930
106267,AZ,4.8,58000,1540.0,114.0,98.0,581
106268,NC,4.3,54000,1380.0,109.0,87.0,154
106269,GA,3.7,58000,1250.0,97.0,83.0,245
106270,NY,4.5,72000,1780.0,128.0,101.0,311
106271,IN,3.9,55000,1330.0,91.0,74.0,484
106272,OH,4.5,56000,1260.0,95.0,80.0,307
106273,IL,5.0,65000,1420.0,100.0,89.0,355
106274,PA,4.9,61000,1430.0,87.0,75.0,575
106275,CA,5.5,75000,1640.0,164.0,132.0,498
106276,CA,5.9,75000,1650.0,156.0,127.0,972
106277,PA,4.3,61000,1450.0,92.0,77.0,932
106278,MD,4.4,84000,1810.0,123.0,100.0,353
106279,OH,5.1,56000,1480.0,90.0,81.0,784
106280,NC,4.2,54000,1300.0,106.0,80.0,447
106281,CA,5.6,75000,2090.0,157.0,120.0,646
106282,VA,3.7,74000,1970.0,126.0,105.0,833
106283,IL,5.2,65000,1910.0,102.0,89.0,156
106284,TN,4.3,53000,1160.0,107.0,81.0,996
106285,WI,4.4,60000,1500.0,102.0,80.0,733
106286,NJ,5.3,82000,2030.0,127.0,114.0,948
106287,TX,4.4,61000,1590.0,110.0,80.0,913
106288,FL,4.8,55000,1320.0,112.0,101.0,278
106289,FL,4.6,55000,1370.0,118.0,83.0,268
106290,CA,5.5,75000,2050.0,157.0,116.0,213
106291,TN,3.8,53000,1370.0,114.0,93.0,860
106292,IL,5.3,65000,1330.0,104.0,86.0,282
106293,NY,4.5,72000,1650.0,147.0,122.0,823
106294,MO,3.6,55000,1170.0,99.0,90.0,209
106295,VA,3.8,74000,1760.0,128.0,111.0,308
106296,NC,4.4,54000,1240.0,112.0,84.0,940
106297,FL,4.2,55000,1300.0,112.0,97.0,140
106298,MA,4.1,81000,1950.0,142.0,120.0,859
106299,CA,5.6,75000,1730.0,151.0,115.0,492
106300,CA,5.5,75000,1670.0,158.0,124.0,850
106301,FL,4.9,55000,1270.0,111.0,93.0,650
106302,PA,4.4,61000,1710.0,98.0,89.0,755
106303,MI,4.8,57000,1440.0,89.0,79.0,400
106304,NY,5.2,72000,1690.0,127.0,114.0,139
106305,PA,4.7,61000,1440.0,94.0,81.0,620
106306,PA,4.2,61000,1570.0,97.0,74.0,936
106307,OH,4.8,56000,1450.0,89.0,82.0,396
106308,NY,5.0,72000,2150.0,136.0,110.0,634
106309,MO,3.7,55000,1220.0,94.0,79.0,773
106310,IN,4.4,55000,1320.0,89.0,73.0,137
106311,TX,4.6,61000,1410.0,94.0,74.0,188
106312,OH,4.7,56000,1300.0,80.0,74.0,656
106313,FL,4.1,55000,1290.0,124.0,103.0,340
106314,CA,5.6,75000,1780.0,160.0,133.0,779
106315,MI,5.3,57000,1200.0,95.0,73.0,947
106316,TN,4.2,53000,1500.0,105.0,90.0,204
106317,CA,5.5,75000,2070.0,159.0,121.0,266
106318,NY,5.0,72000,1730.0,152.0,115.0,293
106319,TX,4.3,61000,1400.0,99.0,87.0,239
106320,TX,4.5,61000,1390.0,109.0,82.0,711
106321,VA,3.9,74000,1780.0,124.0,101.0,163
106322,CA,6.1,75000,2140.0,166.0,135.0,164
106323,NY,4.8,72000,1730.0,139.0,116.0,352
106324,AZ,4.8,58000,1510.0,110.0,90.0,541
106325,TX,4.4,61000,1730.0,112.0,90.0,380
106326,WA,5.3,78000,1790.0,163.0,132.0,484
106327,OH,4.9,56000,1490.0,90.0,75.0,778
106328,IL,4.8,65000,1760.0,95.0,82.0,797
106329,TX,4.0,61000,1590.0,107.0,91.0,492
106330,TX,4.7,61000,1520.0,121.0,101.0,774
106331,NY,4.8,72000,1670.0,138.0,111.0,884
106332,NC,4.0,54000,1250.0,105.0,99.0,750
106333,IN,4.6,55000,1280.0,103.0,78.0,353
106334,CA,5.3,75000,1570.0,157.0,127.0,100
106335,MA,4.2,81000,2080.0,149.0,132.0,787
106336,TN,4.0,53000,1210.0,102.0,83.0,403
106337,VA,3.9,74000,1800.0,132.0,111.0,950
106338,WA,4.6,78000,1880.0,164.0,133.0,819
106339,CA,5.2,75000,1990.0,162.0,132.0,741
106340,PA,4.5,61000,1320.0,97.0,79.0,581
106341,FL,4.9,55000,1250.0,122.0,96.0,742
106342,FL,5.1,55000,1150.0,113.0,91.0,620
106343,TX,4.0,61000,1480.0,103.0,77.0,278
106344,TX,4.0,61000,1470.0,106.0,81.0,503
106345,MD,4.6,84000,2080.0,130.0,112.0,455
106346,CA,5.8,75000,1910.0,160.0,124.0,112
106347,WI,4.2,60000,1610.0,96.0,82.0,440
106348,WA,4.5,78000,1610.0,155.0,117.0,308
106349,NY,5.3,72000,1530.0,138.0,106.0,126
106350,OH,4.6,56000,1340.0,101.0,88.0,937
106351,TN,3.6,53000,1220.0,103.0,85.0,799
106352,PA,5.4,61000,1770.0,102.0,85.0,354
106353,CA,5.3,75000,1780.0,163.0,127.0,673
106354,GA,4.1,58000,1470.0,108.0,87.0,993
106355,IL,5.6,65000,1530.0,108.0,93.0,505
106356,FL,4.3,55000,1520.0,125.0,98.0,766
106357,CA,5.4,75000,1480.0,160.0,120.0,934
106358,NC,4.2,54000,1220.0,120.0,101.0,452
106359,TX,4.3,61000,1480.0,106.0,90.0,641
106360,AZ,4.6,58000,1200.0,118.0,95.0,526
106361,MD,4.6,84000,1900.0,125.0,109.0,900
106362,AZ,4.5,58000,1270.0,111.0,95.0,995
106363,TN,4.0,53000,1190.0,106.0,82.0,119
106364,AZ,4.7,58000,1290.0,109.0,91.0,711
106365,NY,5.2,72000,2120.0,146.0,117.0,293
106366,IL,4.9,65000,1610.0,109.0,92.0,317
106367,FL,4.5,55000,1330.0,112.0,85.0,960
106368,AZ,4.5,58000,1480.0,121.0,100.0,982
106369,CA,5.7,75000,1840.0,167.0,135.0,376
106370,MO,4.2,55000,1320.0,89.0,79.0,663
106371,NC,3.9,54000,1290.0,109.0,83.0,264
106372,NY,5.1,72000,1770.0,138.0,109.0,933
106373,NY,4.6,72000,1570.0,138.0,114.0,524
106374,CA,5.3,75000,1940.0,153.0,122.0,749
106375,TX,4.4,61000,1370.0,103.0,87.0,536
106376,NY,4.7,72000,1980.0,137.0,118.0,780
106377,NJ,4.4,82000,2070.0,133.0,113.0,720
106378,WI,4.6,60000,1440.0,92.0,75.0,665
106379,CA,5.2,75000,1970.0,159.0,118.0,233
106380,VA,3.8,74000,1660.0,128.0,115.0,181
106381,OH,4.8,56000,1180.0,86.0,66.0,760
106382,MI,5.4,57000,1450.0,101.0,86.0,344
106383,FL,4.6,55000,1250.0,121.0,106.0,954
106384,AZ,4.0,58000,1470.0,119.0,100.0,590
106385,NY,5.2,72000,1580.0,135.0,114.0,212
106386,OH,4.9,56000,1280.0,103.0,70.0,721
106387,CA,5.5,75000,1880.0,163.0,123.0,554
106388,CA,5.8,75000,1640.0,159.0,127.0,495
106389,NJ,4.8,82000,1810.0,139.0,109.0,779
106390,TX,3.8,61000,1360.0,111.0,88.0,134
106391,AZ,4.5,58000,1420.0,120.0,105.0,936
106392,WA,4.7,78000,1850.0,154.0,126.0,124
106393,NY,5.0,72000,1550.0,145.0,114.0,122
106394,NY,5.0,72000,1540.0,133.0,113.0,974
106395,FL,4.9,55000,1290.0,110.0,87.0,117
106396,NY,5.0,72000,1700.0,141.0,114.0,513
106397,MO,3.8,55000,1230.0,90.0,78.0,607
106398,IL,5.1,65000,1800.0,102.0,87.0,633
106399,NY,4.6,72000,1700.0,142.0,109.0,913
106400,PA,4.4,61000,1460.0,97.0,84.0,558
106401,TN,4.5,53000,1060.0,99.0,75.0,649
106402,NY,4.9,72000,1820.0,133.0,106.0,501
106403,VA,4.1,74000,1740.0,114.0,95.0,489
106404,TX,4.7,61000,1360.0,103.0,87.0,357
106405,GA,4.0,58000,1360.0,111.0,87.0,754
106406,FL,4.8,55000,1380.0,117.0,104.0,144
106407,OH,4.8,56000,1170.0,89.0,77.0,531
106408,IL,5.4,65000,1610.0,108.0,89.0,748
106409,NC,4.3,54000,1130.0,99.0,81.0,487
106410,TX,4.0,61000,1430.0,101.0,94.0,603
106411,NY,5.0,72000,1810.0,136.0,110.0,857
106412,NC,4.1,54000,1280.0,108.0,81.0,903
106413,FL,4.8,55000,1120.0,110.0,80.0,374
106414,TX,4.1,61000,1290.0,99.0,85.0,891
106415,TN,4.2,53000,1260.0,108.0,83.0,357
106416,MA,4.5,81000,2210.0,138.0,114.0,447
106417,TX,4.1,61000,1580.0,95.0,85.0,404
106418,IN,5.0,55000,1300.0,94.0,70.0,347
106419,OH,4.8,56000,1470.0,96.0,83.0,860
106420,IL,5.0,65000,1600.0,109.0,91.0,517
106421,FL,5.0,55000,1270.0,110.0,88.0,198
106422,FL,4.2,55000,1600.0,121.0,101.0,811
106423,MI,5.4,57000,1590.0,89.0,82.0,777
106424,TX,4.2,61000,1340.0,104.0,80.0,894
106425,IL,4.7,65000,1600.0,107.0,90.0,338
106426,MI,5.2,57000,1310.0,87.0,77.0,890
106427,NY,5.3,72000,1690.0,135.0,107.0,221
106428,CA,5.6,75000,1560.0,167.0,133.0,609
106429,FL,4.9,55000,1230.0,115.0,88.0,468
106430,NJ,4.7,82000,1790.0,132.0,113.0,170
106431,WI,4.1,60000,1330.0,98.0,83.0,728
106432,FL,4.8,55000,1240.0,114.0,87.0,250
106433,TX,4.5,61000,1470.0,108.0,86.0,886
106434,TX,4.1,61000,1480.0,98.0,81.0,175
106435,MA,4.2,81000,1920.0,142.0,119.0,231
106436,NY,5.1,72000,1600.0,139.0,106.0,765
106437,WI,4.0,60000,1380.0,104.0,82.0,749
106438,MA,4.3,81000,2280.0,141.0,115.0,534
106439,IN,4.4,55000,1410.0,96.0,85.0,536
106440,TX,4.0,61000,1290.0,112.0,98.0,336
106441,TX,4.2,61000,1370.0,99.0,84.0,601
106442,PA,4.4,61000,1480.0,96.0,85.0,278
106443,NY,5.4,72000,1500.0,137.0,115.0,381
106444,VA,3.6,74000,2040.0,118.0,104.0,269
106445,NC,4.7,54000,1220.0,112.0,84.0,436
106446,IN,3.9,55000,1210.0,100.0,76.0,830
106447,NJ,4.8,82000,1960.0,134.0,115.0,186
106448,VA,3.8,74000,1960.0,123.0,99.0,743
106449,MI,5.5,57000,1370.0,97.0,75.0,112
106450,NY,4.9,72000,1880.0,138.0,115.0,927
106451,MD,4.4,84000,1910.0,131.0,122.0,826
106452,IN,4.1,55000,1260.0,101.0,80.0,383
106453,PA,4.3,61000,1530.0,100.0,90.0,304
106454,FL,4.6,55000,1220.0,117.0,93.0,992
106455,MA,4.5,81000,1920.0,143.0,118.0,703
106456,NC,4.7,54000,1070.0,112.0,80.0,357
106457,NC,4.4,54000,1210.0,117.0,97.0,203
106458,PA,3.9,61000,1560.0,81.0,77.0,751
106459,NY,5.3,72000,1620.0,134.0,111.0,502
106460,MI,5.4,57000,1250.0,94.0,79.0,817
106461,CA,5.3,75000,1740.0,157.0,119.0,630
106462,TX,3.8,61000,1420.0,101.0,83.0,937
106463,TN,4.1,53000,1180.0,107.0,82.0,193
106464,TN,3.7,53000,1310.0,97.0,90.0,557
106465,MD,4.5,84000,2220.0,136.0,117.0,510
106466,IN,4.7,55000,1180.0,101.0,74.0,388
106467,GA,4.2,58000,1340.0,115.0,91.0,692
106468,PA,4.5,61000,1380.0,93.0,76.0,719
106469,TX,4.1,61000,1800.0,97.0,79.0,975
106470,NY,5.0,72000,1450.0,136.0,108.0,396
106471,WI,4.7,60000,1500.0,101.0,76.0,931
106472,FL,4.6,55000,1620.0,116.0,97.0,691
106473,WA,4.4,78000,2000.0,161.0,123.0,262
106474,GA,3.9,58000,1340.0,109.0,94.0,102
106475,PA,4.1,61000,1480.0,107.0,87.0,477
106476,FL,5.1,55000,1120.0,118.0,96.0,133
106477,NY,5.3,72000,1740.0,140.0,112.0,116
106478,NY,4.7,72000,2050.0,136.0,110.0,624
106479,WA,4.4,78000,1700.0,157.0,117.0,899
106480,TX,4.3,61000,1500.0,109.0,93.0,244
106481,NC,4.5,54000,1320.0,118.0,97.0,707
106482,NY,5.4,72000,1500.0,134.0,103.0,997
106483,MD,4.0,84000,1850.0,130.0,114.0,830
106484,NY,4.5,72000,1650.0,134.0,116.0,160
106485,WA,4.6,78000,1850.0,159.0,132.0,392
106486,CA,5.3,75000,1810.0,167.0,139.0,104
106487,TX,3.2,61000,1650.0,102.0,83.0,679
106488,MO,4.3,55000,1380.0,87.0,80.0,289
106489,TX,3.8,61000,1520.0,110.0,94.0,249
106490,NC,4.2,54000,1280.0,102.0,85.0,669
106491,NY,5.1,72000,1680.0,132.0,105.0,387
106492,CA,6.1,75000,2110.0,163.0,127.0,390
106493,PA,4.2,61000,1430.0,95.0,79.0,754
106494,FL,5.2,55000,1260.0,111.0,84.0,663
106495,WA,5.1,78000,1820.0,156.0,128.0,141
106496,PA,4.7,61000,1440.0,93.0,75.0,267
106497,AZ,3.9,58000,1440.0,113.0,101.0,648
106498,CA,5.5,75000,1680.0,166.0,140.0,123
106499,CA,5.6,75000,1430.0,158.0,118.0,256
106500,FL,4.9,55000,1590.0,113.0,97.0,735
106501,CA,5.5,75000,1750.0,153.0,112.0,101
106502,CA,5.6,75000,1640.0,148.0,115.0,315
106503,FL,4.3,55000,1270.0,121.0,93.0,357
106504,MI,5.5,57000,1330.0,91.0,81.0,595
106505,NY,4.9,72000,2000.0,135.0,107.0,624
106506,GA,3.8,58000,1260.0,107.0,82.0,403
106507,PA,4.9,61000,1360.0,85.0,81.0,295
106508,NY,4.7,72000,1590.0,135.0,112.0,845
106509,MD,4.5,84000,1890.0,125.0,109.0,821
106510,NC,4.1,54000,1300.0,124.0,105.0,566
106511,CA,5.3,75000,1900.0,159.0,128.0,698
106512,GA,4.0,58000,1490.0,113.0,95.0,350
106513,PA,4.9,61000,1390.0,99.0,87.0,549
106514,TN,4.0,53000,1330.0,97.0,76.0,957
106515,GA,3.4,58000,1530.0,96.0,80.0,766
106516,NC,3.8,54000,1310.0,101.0,82.0,696
106517,TN,3.8,53000,1160.0,113.0,90.0,377
106518,GA,4.3,58000,1230.0,110.0,89.0,874
106519,OH,4.4,56000,1390.0,98.0,84.0,634
106520,VA,3.1,74000,1670.0,124.0,110.0,892
106521,TN,4.2,53000,1260.0,100.0,77.0,413
106522,WA,5.0,78000,1740.0,164.0,131.0,499
106523,MI,4.8,57000,1530.0,101.0,82.0,593
106524,FL,4.5,55000,1240.0,114.0,82.0,448
106525,WI,3.9,60000,1330.0,89.0,76.0,925
106526,NY,5.0,72000,1710.0,139.0,115.0,757
106527,CA,5.1,75000,1880.0,163.0,126.0,882
106528,CA,5.6,75000,1920.0,163.0,123.0,865
106529,NJ,5.2,82000,1990.0,142.0,117.0,233
106530,PA,4.3,61000,1610.0,103.0,93.0,522
106531,FL,4.7,55000,1420.0,123.0,87.0,664
106532,VA,4.0,74000,1760.0,128.0,108.0,697
106533,TN,4.6,53000,1570.0,113.0,80.0,718
106534,NY,4.9,72000,1560.0,140.0,118.0,838
106535,MD,4.5,84000,1970.0,118.0,107.0,328
106536,TX,4.1,61000,1500.0,113.0,87.0,192
106537,WI,4.0,60000,1590.0,97.0,81.0,535
106538,CA,5.5,75000,1720.0,161.0,130.0,690
106539,MD,4.4,84000,1780.0,128.0,113.0,444
106540,PA,4.9,61000,1580.0,97.0,86.0,398
106541,NC,4.7,54000,1480.0,108.0,85.0,188
106542,WA,5.0,78000,1990.0,151.0,118.0,673
106543,NY,4.9,72000,1800.0,145.0,110.0,841
106544,GA,4.5,58000,1250.0,104.0,96.0,737
106545,IN,4.0,55000,1430.0,93.0,66.0,268
106546,CA,5.2,75000,1950.0,158.0,111.0,167
106547,NY,5.0,72000,1750.0,134.0,108.0,722
106548,FL,4.6,55000,1100.0,116.0,92.0,799
106549,CA,5.2,75000,1790.0,157.0,124.0,170
106550,NJ,4.8,82000,2150.0,119.0,107.0,454
106551,FL,5.1,55000,1120.0,116.0,95.0,549
106552,NJ,5.3,82000,1720.0,137.0,110.0,184
106553,OH,4.7,56000,1290.0,94.0,77.0,530
106554,GA,4.0,58000,1290.0,106.0,88.0,198
106555,MI,5.5,57000,1220.0,94.0,74.0,867
106556,OH,5.2,56000,1250.0,90.0,73.0,232
106557,NJ,5.7,82000,2270.0,132.0,115.0,982
106558,FL,4.8,55000,1460.0,121.0,98.0,312
106559,CA,6.0,75000,1750.0,164.0,127.0,392
106560,CA,5.6,75000,1890.0,162.0,131.0,760
106561,PA,4.1,61000,1150.0,92.0,75.0,325
106562,OH,4.6,56000,1380.0,86.0,80.0,923
106563,MA,5.1,81000,1690.0,147.0,122.0,798
106564,CA,4.8,75000,1670.0,152.0,126.0,910
106565,NY,5.2,72000,1580.0,147.0,115.0,463
106566,CA,5.6,75000,1770.0,172.0,134.0,678
106567,NY,4.8,72000,1580.0,147.0,105.0,271
106568,MO,4.6,55000,1280.0,89.0,76.0,858
106569,CA,6.0,75000,1760.0,160.0,126.0,965
106570,TX,4.4,61000,1410.0,102.0,97.0,639
106571,PA,4.4,61000,1430.0,95.0,80.0,281
106572,FL,5.0,55000,1180.0,107.0,84.0,420
106573,MA,4.4,81000,2150.0,139.0,118.0,608
106574,VA,3.9,74000,2000.0,128.0,101.0,290
106575,OH,4.1,56000,1160.0,89.0,66.0,272
106576,FL,5.0,55000,1130.0,115.0,82.0,421
106577,MI,5.3,57000,1480.0,90.0,78.0,643
106578,TX,4.5,61000,1760.0,104.0,90.0,695
106579,NY,4.9,72000,1350.0,144.0,106.0,893
106580,WI,4.0,60000,1390.0,101.0,94.0,804
106581,TN,3.9,53000,1300.0,111.0,89.0,219
106582,MI,5.5,57000,1510.0,92.0,77.0,768
106583,IL,5.4,65000,1400.0,99.0,85.0,550
106584,TX,4.1,61000,1530.0,117.0,89.0,488
106585,CA,5.3,75000,1910.0,150.0,117.0,809
106586,IL,5.3,65000,1450.0,107.0,88.0,121
106587,IN,4.5,55000,1340.0,88.0,79.0,306
106588,CA,5.6,75000,1700.0,158.0,121.0,863
106589,NY,4.8,72000,1900.0,149.0,126.0,893
106590,IL,5.2,65000,1490.0,101.0,89.0,454
106591,TX,3.6,61000,1280.0,105.0,76.0,727
106592,FL,5.4,55000,1240.0,115.0,90.0,161
106593,TX,3.8,61000,1620.0,103.0,93.0,432
106594,MI,5.7,57000,1170.0,96.0,80.0,441
106595,TN,4.5,53000,1340.0,105.0,78.0,294
106596,TX,4.2,61000,1420.0,108.0,78.0,703
106597,TX,3.7,61000,1610.0,102.0,78.0,709
106598,NC,4.2,54000,1070.0,108.0,88.0,505
106599,VA,3.9,74000,1640.0,119.0,98.0,757
106600,NJ,4.9,82000,1830.0,136.0,121.0,127
106601,MA,4.4,81000,1760.0,154.0,134.0,567
106602,CA,5.7,75000,1900.0,165.0,129.0,811
106603,CA,5.5,75000,1880.0,154.0,120.0,197
106604,VA,3.9,74000,1790.0,125.0,115.0,443
106605,CA,5.3,75000,1910.0,166.0,124.0,257
106606,CA,5.3,75000,1770.0,158.0,129.0,334
106607,NY,4.7,72000,1630.0,137.0,113.0,715
106608,OH,5.2,56000,1440.0,96.0,78.0,602
106609,TX,4.0,61000,1560.0,97.0,88.0,501
106610,IL,5.2,65000,1470.0,95.0,80.0,449
106611,NY,4.8,72000,1760.0,137.0,109.0,320
106612,TX,4.7,61000,1490.0,106.0,92.0,912
106613,NC,4.4,54000,1200.0,106.0,82.0,430
106614,NY,6.1,72000,1630.0,137.0,108.0,820
106615,IN,3.7,55000,1450.0,94.0,63.0,754
106616,MI,5.4,57000,1370.0,99.0,84.0,924
106617,TX,4.0,61000,1560.0,111.0,91.0,237
106618,PA,4.4,61000,1300.0,101.0,88.0,726
106619,NJ,5.5,82000,2200.0,131.0,117.0,104
106620,CA,5.4,75000,1600.0,166.0,130.0,960
106621,CA,5.9,75000,1740.0,158.0,119.0,268
106622,MO,3.8,55000,1160.0,109.0,90.0,461
106623,MD,4.1,84000,2490.0,127.0,107.0,217
106624,OH,5.5,56000,1410.0,85.0,72.0,958
106625,CA,5.6,75000,1620.0,168.0,134.0,433
106626,WA,4.8,78000,1650.0,157.0,118.0,279
106627,TX,4.1,61000,1370.0,95.0,86.0,878
106628,CA,5.3,75000,1860.0,155.0,121.0,576
106629,CA,5.4,75000,1520.0,154.0,125.0,893
106630,NY,4.6,72000,1620.0,141.0,108.0,691
106631,GA,4.3,58000,1480.0,100.0,89.0,986
106632,NJ,5.1,82000,1820.0,134.0,110.0,720
106633,TX,4.4,61000,1480.0,101.0,76.0,406
106634,MD,4.4,84000,1870.0,130.0,111.0,796
106635,WI,4.0,60000,1690.0,107.0,83.0,972
106636,TX,4.2,61000,1580.0,107.0,88.0,792
106637,IL,5.1,65000,1500.0,93.0,79.0,647
106638,CA,5.7,75000,1720.0,156.0,120.0,261
106639,GA,4.3,58000,1520.0,106.0,76.0,913
106640,IL,5.0,65000,1560.0,113.0,89.0,199
106641,TX,4.3,61000,1440.0,113.0,103.0,811
106642,TX,4.3,61000,1440.0,110.0,91.0,113
106643,WI,4.1,60000,1640.0,108.0,100.0,439
106644,FL,4.7,55000,1330.0,116.0,89.0,770
106645,OH,4.8,56000,1330.0,92.0,73.0,875
106646,MA,4.0,81000,1900.0,145.0,106.0,351
106647,VA,3.4,74000,1660.0,122.0,99.0,457
106648,TX,3.7,61000,1310.0,108.0,80.0,889
106649,NJ,5.5,82000,2150.0,132.0,113.0,563
106650,CA,5.8,75000,1810.0,161.0,133.0,726
106651,CA,5.4,75000,1860.0,154.0,128.0,782
106652,CA,5.6,75000,1620.0,160.0,131.0,775
106653,WA,5.0,78000,1650.0,161.0,130.0,164
106654,IL,5.2,65000,1730.0,103.0,87.0,449
106655,MA,4.6,81000,1870.0,134.0,115.0,590
106656,FL,4.9,55000,1270.0,108.0,91.0,544
106657,PA,4.8,61000,1450.0,105.0,86.0,979
106658,MD,4.9,84000,2400.0,122.0,111.0,525
106659,PA,4.0,61000,1520.0,93.0,88.0,775
106660,PA,4.7,61000,1320.0,98.0,76.0,535
106661,TN,3.8,53000,1290.0,107.0,91.0,213
106662,IN,4.0,55000,1360.0,90.0,73.0,747
106663,NY,5.0,72000,1580.0,145.0,123.0,967
106664,OH,4.7,56000,1330.0,85.0,80.0,626
106665,CA,5.6,75000,1580.0,153.0,120.0,950
106666,IL,5.4,65000,1790.0,98.0,94.0,216
106667,TX,4.8,61000,1630.0,103.0,79.0,568
106668,AZ,4.8,58000,1420.0,117.0,101.0,439
106669,CA,5.4,75000,1770.0,164.0,125.0,395
106670,CA,5.8,75000,1730.0,160.0,131.0,923
106671,TX,4.9,61000,1360.0,99.0,80.0,523
106672,CA,5.2,75000,1850.0,164.0,129.0,377
106673,WA,4.5,78000,2000.0,159.0,134.0,331
106674,IL,5.5,65000,1590.0,106.0,88.0,173
106675,IL,4.9,65000,1530.0,103.0,84.0,665
106676,OH,5.1,56000,1200.0,88.0,75.0,731
106677,CA,5.1,75000,1680.0,167.0,130.0,286
106678,IL,5.5,65000,1630.0,102.0,80.0,645
106679,AZ,4.2,58000,1430.0,117.0,92.0,291
106680,CA,5.4,75000,1620.0,161.0,126.0,438
106681,NY,5.3,72000,1810.0,129.0,105.0,863
106682,GA,4.4,58000,1260.0,102.0,88.0,978
106683,AZ,4.5,58000,1510.0,118.0,88.0,668
106684,IL,5.5,65000,1410.0,99.0,78.0,334
106685,FL,5.2,55000,1320.0,117.0,94.0,106
106686,WI,3.9,60000,1430.0,99.0,84.0,884
106687,MD,4.5,84000,2300.0,130.0,106.0,417
106688,CA,5.2,75000,1870.0,161.0,132.0,122
106689,MI,5.3,57000,1490.0,89.0,73.0,446
106690,MO,4.5,55000,1280.0,101.0,87.0,761
106691,IN,4.4,55000,1180.0,98.0,88.0,701
106692,NY,4.7,72000,1850.0,134.0,107.0,360
106693,MA,4.0,81000,1920.0,135.0,110.0,488
106694,NY,5.3,72000,1560.0,141.0,112.0,524
106695,NY,5.0,72000,1650.0,136.0,111.0,872
106696,IL,5.1,65000,1540.0,94.0,82.0,830
106697,WI,4.0,60000,1630.0,90.0,84.0,117
106698,TN,3.5,53000,1170.0,107.0,82.0,316
106699,NJ,5.6,82000,1920.0,139.0,119.0,251
106700,WA,4.5,78000,1890.0,151.0,123.0,630
106701,AZ,4.4,58000,1410.0,117.0,88.0,501
106702,IN,4.3,55000,1570.0,90.0,71.0,803
106703,CA,5.6,75000,1740.0,154.0,128.0,559
106704,CA,5.1,75000,1910.0,159.0,125.0,426
106705,GA,4.2,58000,1180.0,113.0,97.0,674
106706,CA,5.2,75000,1870.0,162.0,131.0,340
106707,NC,4.5,54000,1250.0,111.0,100.0,181
106708,NY,5.2,72000,1710.0,143.0,111.0,366
106709,NC,4.1,54000,1220.0,115.0,86.0,389
106710,MD,4.2,84000,1760.0,129.0,109.0,461
106711,OH,4.8,56000,1470.0,93.0,88.0,771
106712,CA,5.5,75000,1610.0,162.0,119.0,862
106713,IN,4.1,55000,1480.0,103.0,87.0,763
106714,FL,4.4,55000,1440.0,117.0,92.0,429
106715,AZ,4.8,58000,1320.0,110.0,85.0,363
106716,NY,5.6,72000,1530.0,138.0,111.0,130
106717,FL,4.3,55000,1430.0,107.0,86.0,183
106718,PA,4.8,61000,1650.0,87.0,79.0,562
106719,CA,5.3,75000,1730.0,158.0,126.0,381
106720,TX,4.0,61000,1530.0,107.0,94.0,931
106721,NJ,5.0,82000,2330.0,131.0,113.0,482
106722,MA,4.5,81000,2040.0,142.0,117.0,364
106723,FL,5.1,55000,1370.0,119.0,85.0,745
106724,CA,5.3,75000,1830.0,153.0,122.0,346
106725,TN,4.5,53000,1170.0,102.0,78.0,580
106726,AZ,5.8,58000,1310.0,120.0,92.0,984
106727,PA,4.7,61000,1430.0,98.0,80.0,454
106728,TX,4.5,61000,1520.0,103.0,92.0,450
106729,NC,3.8,54000,1280.0,111.0,82.0,912
106730,TN,3.8,53000,1190.0,101.0,89.0,309
106731,NC,4.3,54000,1380.0,102.0,76.0,803
106732,FL,4.6,55000,1040.0,108.0,92.0,297
106733,FL,4.9,55000,1310.0,112.0,83.0,384
106734,TX,4.1,61000,1290.0,110.0,93.0,405
106735,CA,5.4,75000,1780.0,168.0,126.0,105
106736,NJ,4.9,82000,1770.0,131.0,109.0,422
